Scenario,Site ID,Product Group,Tank Product,Daily Volume (gal),Monthly Volume (gal 30 day),Daily Volume(b),Monthyl Volume (30 day b),Terminal,Freight Cost (30 days),Product Cost (30 days),Total Cost (30 days),Latitude,Longitude,Assigned Carrier,Home TCN,Home Terminal ,New TCN,New Terminal,Change?,Combo Terminal,Home Terminal City,New Terminal City,City Change?,City Change,Primary Terminal Miles,New Terminal Miles,Miles Diff,Primary Terminal Drivetime,New Terminal Drivetime,Drivetime Diff,Primary Freight Rate,New Freight Rate,Combo Freight Rate,Freight Rate Diff,Freight Rate Change?,Freight Rate Decrease?,Primary Terminal Freight Spend per Day,New Terminal Freight Spend per Day,Projected Freight Spend Change per Day,Primary Supply Rate,New Supply Rate,Combo Supply Rate,Supply Rate Diff,Supply Rate Change?,Supply Rate Decrease?,Primary Terminal Supply Spend per Day,New Terminal Supply Spend per Day,Projected Supply Spend Change per Day,Regular TCN,Premium Diff from Regular,New Premium TCN,New Premium Terminal,Total Cost (Regular + Premium Same TCN),Brand
Today,40100,Diesel,DSL,87,2610,2,62,T-23-PA-1746SunPA,97.875,54.9666,152.8416,40.0949,-75.3637,Diesel,T-23-PA-1746SunPA,Twin Oaks PA ETMT,T-23-PA-1746SunPA,Twin Oaks PA ETMT,FALSE,Twin Oaks PA ETMT-->Twin Oaks PA ETMT,Twin,Twin,FALSE,Twin-->Twin,26.20000076,26.20000076,0,32,32,0,0.0325,0.0325,0.032-->0.032,0,FALSE,FALSE,3.2625,3.2625,0,0.0211,0.0211,0.02106-->0.02106,0,FALSE,FALSE,1.8322,1.8322,0,T-23-PA-1722SunPA,FALSE,T-23-PA-1746SunPA,Twin Oaks PA ETMT,152.8416039,Sunoco
Today,40112,Regular,GAS,5763,172890,137,4116,T-22-NJ-1544SunNJ,6725.4208,3732.6951,10458.1159,39.5502,-74.735,Regular,T-22-NJ-1544SunNJ,Westville NJ ETMT,T-22-NJ-1544SunNJ,Westville NJ ETMT,FALSE,Westville NJ ETMT-->Westville NJ ETMT,Westville,Westville,FALSE,Westville-->Westville,35.6,35.6,0,41,41,0,0.0389,0.0389,0.039-->0.039,0,FALSE,FALSE,224.1807,224.1807,0,0.0216,0.0216,0.02159-->0.02159,0,FALSE,FALSE,124.4232,124.4232,0,T-22-NJ-1544SunNJ,FALSE,T-22-NJ-1544SunNJ,Westville NJ ETMT,10458.11595,Sunoco
Today,40112,Premium,GAS,827,24810,20,591,T-22-NJ-1544SunNJ,965.109,2424.6813,3389.7903,39.5502,-74.735,Premium,T-22-NJ-1544SunNJ,Westville NJ ETMT,T-22-NJ-1544SunNJ,Westville NJ ETMT,FALSE,Westville NJ ETMT-->Westville NJ ETMT,Westville,Westville,FALSE,Westville-->Westville,35.6,35.6,0,41,41,0,0.0389,0.0389,0.039-->0.039,0,FALSE,FALSE,32.1703,32.1703,0,0.0977,0.0977,0.09773-->0.09773,0,FALSE,FALSE,80.8227,80.8227,0,T-22-NJ-1544SunNJ,FALSE,T-22-NJ-1544SunNJ,Westville NJ ETMT,3389.790278,Sunoco
Today,40112,Diesel,DSL,136,4080,3,97,T-22-NJ-1544SunNJ,183.192,80.376,263.568,39.5502,-74.735,Diesel,T-22-NJ-1544SunNJ,Westville NJ ETMT,T-22-NJ-1544SunNJ,Westville NJ ETMT,FALSE,Westville NJ ETMT-->Westville NJ ETMT,Westville,Westville,FALSE,Westville-->Westville,35.6,35.6,0,41,41,0,0.0389,0.0389,0.039-->0.039,0,FALSE,FALSE,6.1064,6.1064,0,0.0197,0.0197,0.0197-->0.0197,0,FALSE,FALSE,2.6792,2.6792,0,T-22-NJ-1544SunNJ,FALSE,T-22-NJ-1544SunNJ,Westville NJ ETMT,263.5680004,Sunoco
Today,40120,Regular,GAS,1832,54960,44,1309,T-23-PA-1746SunPA,1604.832,1086.0096,2690.8416,39.8264,-75.8214,Regular,T-23-PA-1746SunPA,Twin Oaks PA ETMT,T-23-PA-1746SunPA,Twin Oaks PA ETMT,FALSE,Twin Oaks PA ETMT-->Twin Oaks PA ETMT,Twin,Twin,FALSE,Twin-->Twin,23.60000038,23.60000038,0,30,30,0,0.0292,0.0292,0.029-->0.029,0,FALSE,FALSE,53.4944,53.4944,0,0.0198,0.0198,0.01976-->0.01976,0,FALSE,FALSE,36.2003,36.2003,0,T-23-PA-1746SunPA,FALSE,T-23-PA-1746SunPA,Twin Oaks PA ETMT,2690.841638,Sunoco
Today,40120,Premium,GAS,92,2760,2,66,T-52-MD-1574SunPA,80.592,251.3256,331.9176,39.8264,-75.8214,Premium,T-52-MD-1574SunPA,Wilmington DE ETMT ,T-52-MD-1574SunPA,Wilmington DE ETMT ,FALSE,Wilmington DE ETMT -->Wilmington DE ETMT ,Wilmington,Wilmington,FALSE,Wilmington-->Wilmington,21.3,21.3,0,30,30,0,0.0292,0.0292,0.029-->0.029,0,FALSE,FALSE,2.6864,2.6864,0,0.0911,0.0911,0.09106-->0.09106,0,FALSE,FALSE,8.3775,8.3775,0,T-23-PA-1746SunPA,TRUE,T-23-PA-1746SunPA,Twin Oaks PA ETMT,80.5920019,Sunoco
Today,40122,Regular,GAS,10703,321090,255,7645,T-23-PA-1746SunPA,9375.8282,6344.7384,15720.5666,39.6642,-75.6886,Regular,T-23-PA-1746SunPA,Twin Oaks PA ETMT,T-23-PA-1746SunPA,Twin Oaks PA ETMT,FALSE,Twin Oaks PA ETMT-->Twin Oaks PA ETMT,Twin,Twin,FALSE,Twin-->Twin,20.89999962,20.89999962,0,23,23,0,0.0292,0.0292,0.029-->0.029,0,FALSE,FALSE,312.5276,312.5276,0,0.0198,0.0198,0.01976-->0.01976,0,FALSE,FALSE,211.4913,211.4913,0,T-23-PA-1746SunPA,FALSE,T-23-PA-1746SunPA,Twin Oaks PA ETMT,15720.56662,Sunoco
Today,40122,Premium,GAS,977,29310,23,698,T-52-MD-1574SunPA,668.268,2668.9686,3337.2366,39.6642,-75.6886,Premium,T-52-MD-1574SunPA,Wilmington DE ETMT ,T-52-MD-1574SunPA,Wilmington DE ETMT ,FALSE,Wilmington DE ETMT -->Wilmington DE ETMT ,Wilmington,Wilmington,FALSE,Wilmington-->Wilmington,10,10,0,12,12,0,0.0228,0.0228,0.023-->0.023,0,FALSE,FALSE,22.2756,22.2756,0,0.0911,0.0911,0.09106-->0.09106,0,FALSE,FALSE,88.9656,88.9656,0,T-23-PA-1746SunPA,TRUE,T-23-PA-1746SunPA,Twin Oaks PA ETMT,855.8520202,Sunoco
Today,40122,Diesel,DSL,95,2850,2,68,T-23-PA-1746SunPA,97.185,60.021,157.206,39.6642,-75.6886,Diesel,T-23-PA-1746SunPA,Twin Oaks PA ETMT,T-23-PA-1746SunPA,Twin Oaks PA ETMT,FALSE,Twin Oaks PA ETMT-->Twin Oaks PA ETMT,Twin,Twin,FALSE,Twin-->Twin,20.89999962,20.89999962,0,23,23,0,0.0292,0.0292,0.029-->0.029,0,FALSE,FALSE,3.2395,3.2395,0,0.0211,0.0211,0.02106-->0.02106,0,FALSE,FALSE,2.0007,2.0007,0,T-23-PA-1746SunPA,FALSE,T-23-PA-1746SunPA,Twin Oaks PA ETMT,157.2059995,Sunoco
Today,40124,Regular,GAS,3972,119160,95,2837,T-22-NJ-1544SunNJ,5886.5042,2572.6644,8459.1686,39.3806,-74.4905,Regular,T-22-NJ-1544SunNJ,Westville NJ ETMT,T-22-NJ-1544SunNJ,Westville NJ ETMT,FALSE,Westville NJ ETMT-->Westville NJ ETMT,Westville,Westville,FALSE,Westville-->Westville,53.6,53.6,0,61,61,0,0.0494,0.0494,0.049-->0.049,0,FALSE,FALSE,196.2168,196.2168,0,0.0216,0.0216,0.02159-->0.02159,0,FALSE,FALSE,85.7555,85.7555,0,T-22-NJ-1544SunNJ,FALSE,T-22-NJ-1544SunNJ,Westville NJ ETMT,8459.16861,Sunoco
Today,40124,Premium,GAS,664,19920,16,474,T-22-NJ-1544SunNJ,984.048,1946.7816,2930.8296,39.3806,-74.4905,Premium,T-22-NJ-1544SunNJ,Westville NJ ETMT,T-22-NJ-1544SunNJ,Westville NJ ETMT,FALSE,Westville NJ ETMT-->Westville NJ ETMT,Westville,Westville,FALSE,Westville-->Westville,53.6,53.6,0,61,61,0,0.0494,0.0494,0.049-->0.049,0,FALSE,FALSE,32.8016,32.8016,0,0.0977,0.0977,0.09773-->0.09773,0,FALSE,FALSE,64.8927,64.8927,0,T-22-NJ-1544SunNJ,FALSE,T-22-NJ-1544SunNJ,Westville NJ ETMT,2930.829635,Sunoco
Today,40124,Diesel,DSL,136,4080,3,97,T-22-NJ-1544SunNJ,233.376,80.376,313.752,39.3806,-74.4905,Diesel,T-22-NJ-1544SunNJ,Westville NJ ETMT,T-22-NJ-1544SunNJ,Westville NJ ETMT,FALSE,Westville NJ ETMT-->Westville NJ ETMT,Westville,Westville,FALSE,Westville-->Westville,53.6,53.6,0,61,61,0,0.0494,0.0494,0.049-->0.049,0,FALSE,FALSE,7.7792,7.7792,0,0.0197,0.0197,0.0197-->0.0197,0,FALSE,FALSE,2.6792,2.6792,0,T-22-NJ-1544SunNJ,FALSE,T-22-NJ-1544SunNJ,Westville NJ ETMT,313.7519987,Sunoco
Today,40134,Regular,GAS,3407,102210,81,2434,T-23-PA-1734SunPA,2708.565,5851.5225,8560.0875,40.0726,-75.0757,Regular,T-23-PA-1734SunPA,Philadelphia PA ETMT,T-23-PA-1734SunPA,Philadelphia PA ETMT,FALSE,Philadelphia PA ETMT-->Philadelphia PA ETMT,Philadelphia,Philadelphia,FALSE,Philadelphia-->Philadelphia,20,20,0,41,41,0,0.0265,0.0265,0.026-->0.026,0,FALSE,FALSE,90.2855,90.2855,0,0.0573,0.0573,0.05725-->0.05725,0,FALSE,FALSE,195.0507,195.0507,0,T-23-PA-1734SunPA,FALSE,T-23-PA-1734SunPA,Philadelphia PA ETMT,8560.087468,Sunoco
Today,40134,Premium,GAS,234,7020,6,167,T-23-PA-1734SunPA,186.03,805.545,991.575,40.0726,-75.0757,Premium,T-23-PA-1734SunPA,Philadelphia PA ETMT,T-23-PA-1734SunPA,Philadelphia PA ETMT,FALSE,Philadelphia PA ETMT-->Philadelphia PA ETMT,Philadelphia,Philadelphia,FALSE,Philadelphia-->Philadelphia,20,20,0,41,41,0,0.0265,0.0265,0.026-->0.026,0,FALSE,FALSE,6.201,6.201,0,0.1148,0.1148,0.11475-->0.11475,0,FALSE,FALSE,26.8515,26.8515,0,T-23-PA-1734SunPA,FALSE,T-23-PA-1734SunPA,Philadelphia PA ETMT,991.5749978,Sunoco
Today,40143,Regular,GAS,5311,159330,126,3794,T-23-PA-1734SunPA,3632.7241,9121.6425,12754.3666,39.9514,-75.1777,Regular,T-23-PA-1734SunPA,Philadelphia PA ETMT,T-23-PA-1734SunPA,Philadelphia PA ETMT,FALSE,Philadelphia PA ETMT-->Philadelphia PA ETMT,Philadelphia,Philadelphia,FALSE,Philadelphia-->Philadelphia,8,8,0,21,21,0,0.0228,0.0228,0.023-->0.023,0,FALSE,FALSE,121.0908,121.0908,0,0.0573,0.0573,0.05725-->0.05725,0,FALSE,FALSE,304.0548,304.0548,0,T-23-PA-1734SunPA,FALSE,T-23-PA-1734SunPA,Philadelphia PA ETMT,12754.36656,Sunoco
Today,40143,Premium,GAS,534,16020,13,381,T-23-PA-1734SunPA,365.256,1838.295,2203.551,39.9514,-75.1777,Premium,T-23-PA-1734SunPA,Philadelphia PA ETMT,T-23-PA-1734SunPA,Philadelphia PA ETMT,FALSE,Philadelphia PA ETMT-->Philadelphia PA ETMT,Philadelphia,Philadelphia,FALSE,Philadelphia-->Philadelphia,8,8,0,21,21,0,0.0228,0.0228,0.023-->0.023,0,FALSE,FALSE,12.1752,12.1752,0,0.1148,0.1148,0.11475-->0.11475,0,FALSE,FALSE,61.2765,61.2765,0,T-23-PA-1734SunPA,FALSE,T-23-PA-1734SunPA,Philadelphia PA ETMT,2203.551006,Sunoco
Today,40150,Regular,GAS,3582,107460,85,2559,T-23-PA-1722SunPA,2450.088,4197.3876,6647.4756,40.0439,-75.3809,Regular,T-23-PA-1722SunPA,Malvern PA ETMT,T-23-PA-1722SunPA,Malvern PA ETMT,FALSE,Malvern PA ETMT-->Malvern PA ETMT,Malvern,Malvern,FALSE,Malvern-->Malvern,7.5,7.5,0,10,10,0,0.0228,0.0228,0.023-->0.023,0,FALSE,FALSE,81.6696,81.6696,0,0.0391,0.0391,0.03906-->0.03906,0,FALSE,FALSE,139.9129,139.9129,0,T-23-PA-1722SunPA,FALSE,T-23-PA-1722SunPA,Malvern PA ETMT,6647.475641,Sunoco
Today,40150,Premium,GAS,776,23280,18,554,T-23-PA-1722SunPA,530.784,2629.0104,3159.7944,40.0439,-75.3809,Premium,T-23-PA-1722SunPA,Malvern PA ETMT,T-23-PA-1722SunPA,Malvern PA ETMT,FALSE,Malvern PA ETMT-->Malvern PA ETMT,Malvern,Malvern,FALSE,Malvern-->Malvern,7.5,7.5,0,10,10,0,0.0228,0.0228,0.023-->0.023,0,FALSE,FALSE,17.6928,17.6928,0,0.1129,0.1129,0.11293-->0.11293,0,FALSE,FALSE,87.6337,87.6337,0,T-23-PA-1722SunPA,FALSE,T-23-PA-1722SunPA,Malvern PA ETMT,3159.794409,Sunoco
Today,40156,Regular,GAS,2223,66690,53,1588,T-23-PA-1722SunPA,1520.532,2604.9114,4125.4434,39.97,-75.5641,Regular,T-23-PA-1722SunPA,Malvern PA ETMT,T-23-PA-1722SunPA,Malvern PA ETMT,FALSE,Malvern PA ETMT-->Malvern PA ETMT,Malvern,Malvern,FALSE,Malvern-->Malvern,8.300000191,8.300000191,0,13,13,0,0.0228,0.0228,0.023-->0.023,0,FALSE,FALSE,50.6844,50.6844,0,0.0391,0.0391,0.03906-->0.03906,0,FALSE,FALSE,86.8304,86.8304,0,T-23-PA-1722SunPA,FALSE,T-23-PA-1722SunPA,Malvern PA ETMT,4125.443426,Sunoco
Today,40156,Premium,GAS,809,24270,19,578,T-23-PA-1722SunPA,553.356,2740.8111,3294.1671,39.97,-75.5641,Premium,T-23-PA-1722SunPA,Malvern PA ETMT,T-23-PA-1722SunPA,Malvern PA ETMT,FALSE,Malvern PA ETMT-->Malvern PA ETMT,Malvern,Malvern,FALSE,Malvern-->Malvern,8.300000191,8.300000191,0,13,13,0,0.0228,0.0228,0.023-->0.023,0,FALSE,FALSE,18.4452,18.4452,0,0.1129,0.1129,0.11293-->0.11293,0,FALSE,FALSE,91.3604,91.3604,0,T-23-PA-1722SunPA,FALSE,T-23-PA-1722SunPA,Malvern PA ETMT,3294.167109,Sunoco
Today,40156,Diesel,DSL,23053,691590,549,16466,T-23-PA-1746SunPA,21300.9719,14564.8854,35865.8573,39.97,-75.5641,Diesel,T-23-PA-1746SunPA,Twin Oaks PA ETMT,T-23-PA-1746SunPA,Twin Oaks PA ETMT,FALSE,Twin Oaks PA ETMT-->Twin Oaks PA ETMT,Twin,Twin,FALSE,Twin-->Twin,15.10000038,15.10000038,0,21,21,0,0.0265,0.0265,0.026-->0.026,0,FALSE,FALSE,710.0324,710.0324,0,0.0211,0.0211,0.02106-->0.02106,0,FALSE,FALSE,485.4962,485.4962,0,T-23-PA-1722SunPA,FALSE,T-23-PA-1746SunPA,Twin Oaks PA ETMT,35865.85728,Sunoco
Today,40160,Regular,GAS,3283,98490,78,2345,T-23-PA-1734SunPA,2117.5351,5638.5525,7756.0876,39.9216,-75.1933,Regular,T-23-PA-1734SunPA,Philadelphia PA ETMT,T-23-PA-1734SunPA,Philadelphia PA ETMT,FALSE,Philadelphia PA ETMT-->Philadelphia PA ETMT,Philadelphia,Philadelphia,FALSE,Philadelphia-->Philadelphia,3.099999905,3.099999905,0,9,9,0,0.0215,0.0215,0.022-->0.022,0,FALSE,FALSE,70.5845,70.5845,0,0.0573,0.0573,0.05725-->0.05725,0,FALSE,FALSE,187.9518,187.9518,0,T-23-PA-1734SunPA,FALSE,T-23-PA-1734SunPA,Philadelphia PA ETMT,7756.087572,Sunoco
Today,40160,Premium,GAS,797,23910,19,569,T-23-PA-1734SunPA,514.065,2743.6725,3257.7375,39.9216,-75.1933,Premium,T-23-PA-1734SunPA,Philadelphia PA ETMT,T-23-PA-1734SunPA,Philadelphia PA ETMT,FALSE,Philadelphia PA ETMT-->Philadelphia PA ETMT,Philadelphia,Philadelphia,FALSE,Philadelphia-->Philadelphia,3.099999905,3.099999905,0,9,9,0,0.0215,0.0215,0.022-->0.022,0,FALSE,FALSE,17.1355,17.1355,0,0.1148,0.1148,0.11475-->0.11475,0,FALSE,FALSE,91.4558,91.4558,0,T-23-PA-1734SunPA,FALSE,T-23-PA-1734SunPA,Philadelphia PA ETMT,3257.737517,Sunoco
Today,40160,Diesel,DSL,345,10350,8,246,T-23-PA-1734SunPA,258.75,280.071,538.821,39.9216,-75.1933,Diesel,T-23-PA-1734SunPA,Philadelphia PA ETMT,T-23-PA-1734SunPA,Philadelphia PA ETMT,FALSE,Philadelphia PA ETMT-->Philadelphia PA ETMT,Philadelphia,Philadelphia,FALSE,Philadelphia-->Philadelphia,3.099999905,3.099999905,0,9,9,0,0.0215,0.0215,0.022-->0.022,0,FALSE,FALSE,8.625,8.625,0,0.0271,0.0271,0.02706-->0.02706,0,FALSE,FALSE,9.3357,9.3357,0,T-23-PA-1734SunPA,FALSE,T-23-PA-1734SunPA,Philadelphia PA ETMT,538.8210039,Sunoco
Today,40163,Regular,GAS,6497,194910,155,4641,T-23-PA-1722SunPA,4697.331,7613.1846,12310.5156,40.0208,-75.3162,Regular,T-23-PA-1722SunPA,Malvern PA ETMT,T-23-PA-1722SunPA,Malvern PA ETMT,FALSE,Malvern PA ETMT-->Malvern PA ETMT,Malvern,Malvern,FALSE,Malvern-->Malvern,11.39999962,11.39999962,0,18,18,0,0.0241,0.0241,0.024-->0.024,0,FALSE,FALSE,156.5777,156.5777,0,0.0391,0.0391,0.03906-->0.03906,0,FALSE,FALSE,253.7728,253.7728,0,T-23-PA-1722SunPA,FALSE,T-23-PA-1722SunPA,Malvern PA ETMT,12310.51561,Sunoco
Today,40163,Premium,GAS,692,20760,16,494,T-23-PA-1722SunPA,500.316,2344.4268,2844.7428,40.0208,-75.3162,Premium,T-23-PA-1722SunPA,Malvern PA ETMT,T-23-PA-1722SunPA,Malvern PA ETMT,FALSE,Malvern PA ETMT-->Malvern PA ETMT,Malvern,Malvern,FALSE,Malvern-->Malvern,11.39999962,11.39999962,0,18,18,0,0.0241,0.0241,0.024-->0.024,0,FALSE,FALSE,16.6772,16.6772,0,0.1129,0.1129,0.11293-->0.11293,0,FALSE,FALSE,78.1476,78.1476,0,T-23-PA-1722SunPA,FALSE,T-23-PA-1722SunPA,Malvern PA ETMT,2844.742801,Sunoco
Today,40193,Regular,GAS,3429,102870,82,2449,T-23-PA-1734SunPA,4320.5399,5889.3075,10209.8474,40.2063,-75.2242,Regular,T-23-PA-1734SunPA,Philadelphia PA ETMT,T-23-PA-1734SunPA,Philadelphia PA ETMT,FALSE,Philadelphia PA ETMT-->Philadelphia PA ETMT,Philadelphia,Philadelphia,FALSE,Philadelphia-->Philadelphia,40.20000076,40.20000076,0,51,51,0,0.042,0.042,0.042-->0.042,0,FALSE,FALSE,144.018,144.018,0,0.0573,0.0573,0.05725-->0.05725,0,FALSE,FALSE,196.3102,196.3102,0,T-23-PA-1734SunPA,FALSE,T-23-PA-1734SunPA,Philadelphia PA ETMT,10209.84744,Sunoco
Today,40193,Premium,GAS,988,29640,24,706,T-23-PA-1734SunPA,1244.88,3401.19,4646.07,40.2063,-75.2242,Premium,T-23-PA-1734SunPA,Philadelphia PA ETMT,T-23-PA-1734SunPA,Philadelphia PA ETMT,FALSE,Philadelphia PA ETMT-->Philadelphia PA ETMT,Philadelphia,Philadelphia,FALSE,Philadelphia-->Philadelphia,40.20000076,40.20000076,0,51,51,0,0.042,0.042,0.042-->0.042,0,FALSE,FALSE,41.496,41.496,0,0.1148,0.1148,0.11475-->0.11475,0,FALSE,FALSE,113.373,113.373,0,T-23-PA-1734SunPA,FALSE,T-23-PA-1734SunPA,Philadelphia PA ETMT,4646.069983,Sunoco
Today,40193,Diesel,DSL,3411,102330,81,2436,T-23-PA-1734SunPA,4993.7039,2769.0498,7762.7537,40.2063,-75.2242,Diesel,T-23-PA-1734SunPA,Philadelphia PA ETMT,T-23-PA-1734SunPA,Philadelphia PA ETMT,FALSE,Philadelphia PA ETMT-->Philadelphia PA ETMT,Philadelphia,Philadelphia,FALSE,Philadelphia-->Philadelphia,40.20000076,40.20000076,0,51,51,0,0.042,0.042,0.042-->0.042,0,FALSE,FALSE,166.4568,166.4568,0,0.0271,0.0271,0.02706-->0.02706,0,FALSE,FALSE,92.3017,92.3017,0,T-23-PA-1734SunPA,FALSE,T-23-PA-1734SunPA,Philadelphia PA ETMT,7762.753704,Sunoco
Today,40195,Regular,GAS,2976,89280,71,2126,T-23-PA-1734SunPA,2035.584,5111.28,7146.864,39.9671,-75.1757,Regular,T-23-PA-1734SunPA,Philadelphia PA ETMT,T-23-PA-1734SunPA,Philadelphia PA ETMT,FALSE,Philadelphia PA ETMT-->Philadelphia PA ETMT,Philadelphia,Philadelphia,FALSE,Philadelphia-->Philadelphia,7.5,7.5,0,17,17,0,0.0228,0.0228,0.023-->0.023,0,FALSE,FALSE,67.8528,67.8528,0,0.0573,0.0573,0.05725-->0.05725,0,FALSE,FALSE,170.376,170.376,0,T-23-PA-1734SunPA,FALSE,T-23-PA-1734SunPA,Philadelphia PA ETMT,7146.864034,Sunoco
Today,40195,Premium,GAS,550,16500,13,393,T-23-PA-1734SunPA,376.2,1893.375,2269.575,39.9671,-75.1757,Premium,T-23-PA-1734SunPA,Philadelphia PA ETMT,T-23-PA-1734SunPA,Philadelphia PA ETMT,FALSE,Philadelphia PA ETMT-->Philadelphia PA ETMT,Philadelphia,Philadelphia,FALSE,Philadelphia-->Philadelphia,7.5,7.5,0,17,17,0,0.0228,0.0228,0.023-->0.023,0,FALSE,FALSE,12.54,12.54,0,0.1148,0.1148,0.11475-->0.11475,0,FALSE,FALSE,63.1125,63.1125,0,T-23-PA-1734SunPA,FALSE,T-23-PA-1734SunPA,Philadelphia PA ETMT,2269.575006,Sunoco
Today,40200,Regular,GAS,3175,95250,76,2268,T-23-PA-1734SunPA,2047.8751,5453.0625,7500.9376,39.9078,-75.1892,Regular,T-23-PA-1734SunPA,Philadelphia PA ETMT,T-23-PA-1734SunPA,Philadelphia PA ETMT,FALSE,Philadelphia PA ETMT-->Philadelphia PA ETMT,Philadelphia,Philadelphia,FALSE,Philadelphia-->Philadelphia,4.599999905,4.599999905,0,13,13,0,0.0215,0.0215,0.022-->0.022,0,FALSE,FALSE,68.2625,68.2625,0,0.0573,0.0573,0.05725-->0.05725,0,FALSE,FALSE,181.7688,181.7688,0,T-23-PA-1734SunPA,FALSE,T-23-PA-1734SunPA,Philadelphia PA ETMT,7500.93757,Sunoco
Today,40200,Premium,GAS,828,24840,20,591,T-23-PA-1734SunPA,534.06,2850.39,3384.45,39.9078,-75.1892,Premium,T-23-PA-1734SunPA,Philadelphia PA ETMT,T-23-PA-1734SunPA,Philadelphia PA ETMT,FALSE,Philadelphia PA ETMT-->Philadelphia PA ETMT,Philadelphia,Philadelphia,FALSE,Philadelphia-->Philadelphia,4.599999905,4.599999905,0,13,13,0,0.0215,0.0215,0.022-->0.022,0,FALSE,FALSE,17.802,17.802,0,0.1148,0.1148,0.11475-->0.11475,0,FALSE,FALSE,95.013,95.013,0,T-23-PA-1734SunPA,FALSE,T-23-PA-1734SunPA,Philadelphia PA ETMT,3384.450018,Sunoco
Today,40200,Diesel,DSL,183,5490,4,131,T-23-PA-1734SunPA,137.25,148.5594,285.8094,39.9078,-75.1892,Diesel,T-23-PA-1734SunPA,Philadelphia PA ETMT,T-23-PA-1734SunPA,Philadelphia PA ETMT,FALSE,Philadelphia PA ETMT-->Philadelphia PA ETMT,Philadelphia,Philadelphia,FALSE,Philadelphia-->Philadelphia,4.599999905,4.599999905,0,13,13,0,0.0215,0.0215,0.022-->0.022,0,FALSE,FALSE,4.575,4.575,0,0.0271,0.0271,0.02706-->0.02706,0,FALSE,FALSE,4.952,4.952,0,T-23-PA-1734SunPA,FALSE,T-23-PA-1734SunPA,Philadelphia PA ETMT,285.809402,Sunoco
Today,40202,Regular,GAS,2838,85140,68,2027,T-23-PA-1722SunPA,1941.192,3325.5684,5266.7604,40.1232,-75.5123,Regular,T-23-PA-1722SunPA,Malvern PA ETMT,T-23-PA-1722SunPA,Malvern PA ETMT,FALSE,Malvern PA ETMT-->Malvern PA ETMT,Malvern,Malvern,FALSE,Malvern-->Malvern,7.599999905,7.599999905,0,12,12,0,0.0228,0.0228,0.023-->0.023,0,FALSE,FALSE,64.7064,64.7064,0,0.0391,0.0391,0.03906-->0.03906,0,FALSE,FALSE,110.8523,110.8523,0,T-23-PA-1722SunPA,FALSE,T-23-PA-1722SunPA,Malvern PA ETMT,5266.760433,Sunoco
Today,40202,Premium,GAS,839,25170,20,599,T-23-PA-1722SunPA,573.876,2842.4481,3416.3241,40.1232,-75.5123,Premium,T-23-PA-1722SunPA,Malvern PA ETMT,T-23-PA-1722SunPA,Malvern PA ETMT,FALSE,Malvern PA ETMT-->Malvern PA ETMT,Malvern,Malvern,FALSE,Malvern-->Malvern,7.599999905,7.599999905,0,12,12,0,0.0228,0.0228,0.023-->0.023,0,FALSE,FALSE,19.1292,19.1292,0,0.1129,0.1129,0.11293-->0.11293,0,FALSE,FALSE,94.7483,94.7483,0,T-23-PA-1722SunPA,FALSE,T-23-PA-1722SunPA,Malvern PA ETMT,3416.32411,Sunoco
Today,40222,Regular,GAS,809,24270,19,578,T-23-PA-1746SunPA,553.356,479.5752,1032.9312,39.935,-75.3912,Regular,T-23-PA-1746SunPA,Twin Oaks PA ETMT,T-23-PA-1746SunPA,Twin Oaks PA ETMT,FALSE,Twin Oaks PA ETMT-->Twin Oaks PA ETMT,Twin,Twin,FALSE,Twin-->Twin,7.800000191,7.800000191,0,11,11,0,0.0228,0.0228,0.023-->0.023,0,FALSE,FALSE,18.4452,18.4452,0,0.0198,0.0198,0.01976-->0.01976,0,FALSE,FALSE,15.9858,15.9858,0,T-23-PA-1746SunPA,FALSE,T-23-PA-1746SunPA,Twin Oaks PA ETMT,1032.931209,Sunoco
Today,40222,Premium,GAS,989,29670,24,706,T-52-MD-1574SunPA,866.364,2701.7502,3568.1142,39.935,-75.3912,Premium,T-52-MD-1574SunPA,Wilmington DE ETMT ,T-52-MD-1574SunPA,Wilmington DE ETMT ,FALSE,Wilmington DE ETMT -->Wilmington DE ETMT ,Wilmington,Wilmington,FALSE,Wilmington-->Wilmington,22.6,22.6,0,27,27,0,0.0292,0.0292,0.029-->0.029,0,FALSE,FALSE,28.8788,28.8788,0,0.0911,0.0911,0.09106-->0.09106,0,FALSE,FALSE,90.0583,90.0583,0,T-23-PA-1746SunPA,TRUE,T-23-PA-1746SunPA,Twin Oaks PA ETMT,676.4760114,Sunoco
Today,40222,Diesel,DSL,223,6690,5,159,T-23-PA-1746SunPA,176.616,140.8914,317.5074,39.935,-75.3912,Diesel,T-23-PA-1746SunPA,Twin Oaks PA ETMT,T-23-PA-1746SunPA,Twin Oaks PA ETMT,FALSE,Twin Oaks PA ETMT-->Twin Oaks PA ETMT,Twin,Twin,FALSE,Twin-->Twin,7.800000191,7.800000191,0,11,11,0,0.0228,0.0228,0.023-->0.023,0,FALSE,FALSE,5.8872,5.8872,0,0.0211,0.0211,0.02106-->0.02106,0,FALSE,FALSE,4.6964,4.6964,0,T-23-PA-1746SunPA,FALSE,T-23-PA-1746SunPA,Twin Oaks PA ETMT,317.507399,Sunoco
